格网左下角经度（度）,格网右上角纬度（度）,格网相对Y坐标,格网相对X坐标,格网ID（唯一）,格网左下角纬度（度）,格网右上角经度（度）,格网编码
"1.144333E+002","2.2649999999999999E+001",24,70,2278,"2.2640000000000001E+001","1.1444329999999999E+002","70,24"
"1.144233E+002","2.2649999999999999E+001",24,69,2277,"2.2640000000000001E+001","1.144333E+002","69,24"
"1.1441330000000001E+002","2.2649999999999999E+001",24,68,2276,"2.2640000000000001E+001","1.144233E+002","68,24"
"1.144033E+002","2.2649999999999999E+001",24,67,2275,"2.2640000000000001E+001","1.1441330000000001E+002","67,24"
"1.143933E+002","2.2649999999999999E+001",24,66,2274,"2.2640000000000001E+001","1.144033E+002","66,24"
"1.1438330000000001E+002","2.2649999999999999E+001",24,65,2273,"2.2640000000000001E+001","1.143933E+002","65,24"
"1.143733E+002","2.2649999999999999E+001",24,64,2272,"2.2640000000000001E+001","1.1438330000000001E+002","64,24"
"1.145633E+002","2.241E+001",0,83,83,"2.2399999999999999E+001","1.145733E+002","83,0"
"1.137433E+002","2.25E+001",9,1,829,"2.2489999999999998E+001","1.137533E+002","1,9"
"1.137333E+002","2.25E+001",9,0,828,"2.2489999999999998E+001","1.137433E+002","0,9"
"1.146433E+002","2.2489999999999998E+001",8,91,827,"2.248E+001","1.146533E+002","91,8"
"1.1463330000000001E+002","2.2489999999999998E+001",8,90,826,"2.248E+001","1.146433E+002","90,8"
"1.146233E+002","2.2489999999999998E+001",8,89,825,"2.248E+001","1.1463330000000001E+002","89,8"
"1.146133E+002","2.2489999999999998E+001",8,88,824,"2.248E+001","1.146233E+002","88,8"
"1.146033E+002","2.2489999999999998E+001",8,87,823,"2.248E+001","1.146133E+002","87,8"
"1.145933E+002","2.2489999999999998E+001",8,86,822,"2.248E+001","1.146033E+002","86,8"
"1.1458329999999999E+002","2.2489999999999998E+001",8,85,821,"2.248E+001","1.145933E+002","85,8"
"1.145733E+002","2.2489999999999998E+001",8,84,820,"2.248E+001","1.1458329999999999E+002","84,8"
"1.1455329999999999E+002","2.241E+001",0,82,82,"2.2399999999999999E+001","1.145633E+002","82,0"
"1.145633E+002","2.2489999999999998E+001",8,83,819,"2.248E+001","1.145733E+002","83,8"
"1.1455329999999999E+002","2.2489999999999998E+001",8,82,818,"2.248E+001","1.145633E+002","82,8"
"1.145433E+002","2.2489999999999998E+001",8,81,817,"2.248E+001","1.1455329999999999E+002","81,8"
"1.145333E+002","2.2489999999999998E+001",8,80,816,"2.248E+001","1.145433E+002","80,8"
"1.1452330000000001E+002","2.2489999999999998E+001",8,79,815,"2.248E+001","1.145333E+002","79,8"
"1.145133E+002","2.2489999999999998E+001",8,78,814,"2.248E+001","1.1452330000000001E+002","78,8"
"1.145033E+002","2.2489999999999998E+001",8,77,813,"2.248E+001","1.145133E+002","77,8"
"1.144933E+002","2.2489999999999998E+001",8,76,812,"2.248E+001","1.145033E+002","76,8"
"1.144833E+002","2.2489999999999998E+001",8,75,811,"2.248E+001","1.144933E+002","75,8"
"1.1447329999999999E+002","2.2489999999999998E+001",8,74,810,"2.248E+001","1.144833E+002","74,8"
"1.145433E+002","2.241E+001",0,81,81,"2.2399999999999999E+001","1.1455329999999999E+002","81,0"
"1.144633E+002","2.2489999999999998E+001",8,73,809,"2.248E+001","1.1447329999999999E+002","73,8"
"1.144533E+002","2.2489999999999998E+001",8,72,808,"2.248E+001","1.144633E+002","72,8"
"1.1444329999999999E+002","2.2489999999999998E+001",8,71,807,"2.248E+001","1.144533E+002","71,8"
"1.144333E+002","2.2489999999999998E+001",8,70,806,"2.248E+001","1.1444329999999999E+002","70,8"
"1.144233E+002","2.2489999999999998E+001",8,69,805,"2.248E+001","1.144333E+002","69,8"
"1.1441330000000001E+002","2.2489999999999998E+001",8,68,804,"2.248E+001","1.144233E+002","68,8"
"1.144033E+002","2.2489999999999998E+001",8,67,803,"2.248E+001","1.1441330000000001E+002","67,8"
"1.143933E+002","2.2489999999999998E+001",8,66,802,"2.248E+001","1.144033E+002","66,8"
"1.1438330000000001E+002","2.2489999999999998E+001",8,65,801,"2.248E+001","1.143933E+002","65,8"
"1.143733E+002","2.2489999999999998E+001",8,64,800,"2.248E+001","1.1438330000000001E+002","64,8"
"1.145333E+002","2.241E+001",0,80,80,"2.2399999999999999E+001","1.145433E+002","80,0"
"1.138133E+002","2.241E+001",0,8,8,"2.2399999999999999E+001","1.138233E+002","8,0"
"1.143633E+002","2.2489999999999998E+001",8,63,799,"2.248E+001","1.143733E+002","63,8"
"1.143533E+002","2.2489999999999998E+001",8,62,798,"2.248E+001","1.143633E+002","62,8"
"1.143433E+002","2.2489999999999998E+001",8,61,797,"2.248E+001","1.143533E+002","61,8"
"1.1433329999999999E+002","2.2489999999999998E+001",8,60,796,"2.248E+001","1.143433E+002","60,8"
"1.143233E+002","2.2489999999999998E+001",8,59,795,"2.248E+001","1.1433329999999999E+002","59,8"
"1.143133E+002","2.2489999999999998E+001",8,58,794,"2.248E+001","1.143233E+002","58,8"
"1.1430329999999999E+002","2.2489999999999998E+001",8,57,793,"2.248E+001","1.143133E+002","57,8"
"1.142933E+002","2.2489999999999998E+001",8,56,792,"2.248E+001","1.1430329999999999E+002","56,8"
"1.142833E+002","2.2489999999999998E+001",8,55,791,"2.248E+001","1.142933E+002","55,8"
"1.1427330000000001E+002","2.2489999999999998E+001",8,54,790,"2.248E+001","1.142833E+002","54,8"
"1.1452330000000001E+002","2.241E+001",0,79,79,"2.2399999999999999E+001","1.145333E+002","79,0"
"1.142633E+002","2.2489999999999998E+001",8,53,789,"2.248E+001","1.1427330000000001E+002","53,8"
"1.142533E+002","2.2489999999999998E+001",8,52,788,"2.248E+001","1.142633E+002","52,8"
"1.142433E+002","2.2489999999999998E+001",8,51,787,"2.248E+001","1.142533E+002","51,8"
"1.142333E+002","2.2489999999999998E+001",8,50,786,"2.248E+001","1.142433E+002","50,8"
"1.1422329999999999E+002","2.2489999999999998E+001",8,49,785,"2.248E+001","1.142333E+002","49,8"
"1.142133E+002","2.2489999999999998E+001",8,48,784,"2.248E+001","1.1422329999999999E+002","48,8"
"1.142033E+002","2.2489999999999998E+001",8,47,783,"2.248E+001","1.142133E+002","47,8"
"1.1419329999999999E+002","2.2489999999999998E+001",8,46,782,"2.248E+001","1.142033E+002","46,8"
"1.141833E+002","2.2489999999999998E+001",8,45,781,"2.248E+001","1.1419329999999999E+002","45,8"
"1.141733E+002","2.2489999999999998E+001",8,44,780,"2.248E+001","1.141833E+002","44,8"
"1.145133E+002","2.241E+001",0,78,78,"2.2399999999999999E+001","1.1452330000000001E+002","78,0"
"1.1416330000000001E+002","2.2489999999999998E+001",8,43,779,"2.248E+001","1.141733E+002","43,8"
"1.141533E+002","2.2489999999999998E+001",8,42,778,"2.248E+001","1.1416330000000001E+002","42,8"
"1.141433E+002","2.2489999999999998E+001",8,41,777,"2.248E+001","1.141533E+002","41,8"
"1.1413330000000001E+002","2.2489999999999998E+001",8,40,776,"2.248E+001","1.141433E+002","40,8"
"1.141233E+002","2.2489999999999998E+001",8,39,775,"2.248E+001","1.1413330000000001E+002","39,8"
"1.141133E+002","2.2489999999999998E+001",8,38,774,"2.248E+001","1.141233E+002","38,8"
"1.141033E+002","2.2489999999999998E+001",8,37,773,"2.248E+001","1.141133E+002","37,8"
"1.140933E+002","2.2489999999999998E+001",8,36,772,"2.248E+001","1.141033E+002","36,8"
"1.1408329999999999E+002","2.2489999999999998E+001",8,35,771,"2.248E+001","1.140933E+002","35,8"
"1.140733E+002","2.2489999999999998E+001",8,34,770,"2.248E+001","1.1408329999999999E+002","34,8"
"1.145033E+002","2.241E+001",0,77,77,"2.2399999999999999E+001","1.145133E+002","77,0"
"1.140633E+002","2.2489999999999998E+001",8,33,769,"2.248E+001","1.140733E+002","33,8"
"1.1405329999999999E+002","2.2489999999999998E+001",8,32,768,"2.248E+001","1.140633E+002","32,8"
"1.139833E+002","2.2609999999999999E+001",20,25,1865,"2.2600000000000001E+001","1.139933E+002","25,20"
"1.1397329999999999E+002","2.2609999999999999E+001",20,24,1864,"2.2600000000000001E+001","1.139833E+002","24,20"
"1.139633E+002","2.2609999999999999E+001",20,23,1863,"2.2600000000000001E+001","1.1397329999999999E+002","23,20"
"1.139533E+002","2.2609999999999999E+001",20,22,1862,"2.2600000000000001E+001","1.139633E+002","22,20"
"1.1394329999999999E+002","2.2609999999999999E+001",20,21,1861,"2.2600000000000001E+001","1.139533E+002","21,20"
"1.139333E+002","2.2609999999999999E+001",20,20,1860,"2.2600000000000001E+001","1.1394329999999999E+002","20,20"
"1.137533E+002","2.243E+001",2,2,186,"2.2420000000000002E+001","1.137633E+002","2,2"
"1.139233E+002","2.2609999999999999E+001",20,19,1859,"2.2600000000000001E+001","1.139333E+002","19,20"
"1.1391330000000001E+002","2.2609999999999999E+001",20,18,1858,"2.2600000000000001E+001","1.139233E+002","18,20"
"1.139033E+002","2.2609999999999999E+001",20,17,1857,"2.2600000000000001E+001","1.1391330000000001E+002","17,20"
"1.138933E+002","2.2609999999999999E+001",20,16,1856,"2.2600000000000001E+001","1.139033E+002","16,20"
"1.1388330000000001E+002","2.2609999999999999E+001",20,15,1855,"2.2600000000000001E+001","1.138933E+002","15,20"
"1.138733E+002","2.2609999999999999E+001",20,14,1854,"2.2600000000000001E+001","1.1388330000000001E+002","14,20"
"1.138633E+002","2.2609999999999999E+001",20,13,1853,"2.2600000000000001E+001","1.138733E+002","13,20"
"1.138533E+002","2.2609999999999999E+001",20,12,1852,"2.2600000000000001E+001","1.138633E+002","12,20"
"1.138433E+002","2.2609999999999999E+001",20,11,1851,"2.2600000000000001E+001","1.138533E+002","11,20"
"1.1383329999999999E+002","2.2609999999999999E+001",20,10,1850,"2.2600000000000001E+001","1.138433E+002","10,20"
"1.137433E+002","2.243E+001",2,1,185,"2.2420000000000002E+001","1.137533E+002","1,2"
"1.138233E+002","2.2609999999999999E+001",20,9,1849,"2.2600000000000001E+001","1.1383329999999999E+002","9,20"
"1.138133E+002","2.2609999999999999E+001",20,8,1848,"2.2600000000000001E+001","1.138233E+002","8,20"
"1.1380329999999999E+002","2.2609999999999999E+001",20,7,1847,"2.2600000000000001E+001","1.138133E+002","7,20"
"1.137933E+002","2.2609999999999999E+001",20,6,1846,"2.2600000000000001E+001","1.1380329999999999E+002","6,20"
"1.137833E+002","2.2609999999999999E+001",20,5,1845,"2.2600000000000001E+001","1.137933E+002","5,20"
"1.1377330000000001E+002","2.2609999999999999E+001",20,4,1844,"2.2600000000000001E+001","1.137833E+002","4,20"
"1.137633E+002","2.2609999999999999E+001",20,3,1843,"2.2600000000000001E+001","1.1377330000000001E+002","3,20"
"1.137533E+002","2.2609999999999999E+001",20,2,1842,"2.2600000000000001E+001","1.137633E+002","2,20"
"1.137433E+002","2.2609999999999999E+001",20,1,1841,"2.2600000000000001E+001","1.137533E+002","1,20"
"1.137333E+002","2.2609999999999999E+001",20,0,1840,"2.2600000000000001E+001","1.137433E+002","0,20"
"1.137333E+002","2.243E+001",2,0,184,"2.2420000000000002E+001","1.137433E+002","0,2"
"1.146433E+002","2.2600000000000001E+001",19,91,1839,"2.259E+001","1.146533E+002","91,19"
"1.1463330000000001E+002","2.2600000000000001E+001",19,90,1838,"2.259E+001","1.146433E+002","90,19"
"1.146233E+002","2.2600000000000001E+001",19,89,1837,"2.259E+001","1.1463330000000001E+002","89,19"
"1.146133E+002","2.2600000000000001E+001",19,88,1836,"2.259E+001","1.146233E+002","88,19"
"1.146033E+002","2.2600000000000001E+001",19,87,1835,"2.259E+001","1.146133E+002","87,19"
"1.145933E+002","2.2600000000000001E+001",19,86,1834,"2.259E+001","1.146033E+002","86,19"
"1.1458329999999999E+002","2.2600000000000001E+001",19,85,1833,"2.259E+001","1.145933E+002","85,19"
"1.145733E+002","2.2600000000000001E+001",19,84,1832,"2.259E+001","1.1458329999999999E+002","84,19"
"1.145633E+002","2.2600000000000001E+001",19,83,1831,"2.259E+001","1.145733E+002","83,19"
"1.1455329999999999E+002","2.2600000000000001E+001",19,82,1830,"2.259E+001","1.145633E+002","82,19"
"1.146433E+002","2.2420000000000002E+001",1,91,183,"2.241E+001","1.146533E+002","91,1"
"1.145433E+002","2.2600000000000001E+001",19,81,1829,"2.259E+001","1.1455329999999999E+002","81,19"
"1.145333E+002","2.2600000000000001E+001",19,80,1828,"2.259E+001","1.145433E+002","80,19"
"1.1452330000000001E+002","2.2600000000000001E+001",19,79,1827,"2.259E+001","1.145333E+002","79,19"
"1.145133E+002","2.2600000000000001E+001",19,78,1826,"2.259E+001","1.1452330000000001E+002","78,19"
"1.145033E+002","2.2600000000000001E+001",19,77,1825,"2.259E+001","1.145133E+002","77,19"
"1.144933E+002","2.2600000000000001E+001",19,76,1824,"2.259E+001","1.145033E+002","76,19"
"1.144833E+002","2.2600000000000001E+001",19,75,1823,"2.259E+001","1.144933E+002","75,19"
"1.1447329999999999E+002","2.2600000000000001E+001",19,74,1822,"2.259E+001","1.144833E+002","74,19"
"1.144633E+002","2.2600000000000001E+001",19,73,1821,"2.259E+001","1.1447329999999999E+002","73,19"
"1.144533E+002","2.2600000000000001E+001",19,72,1820,"2.259E+001","1.144633E+002","72,19"
"1.1463330000000001E+002","2.2420000000000002E+001",1,90,182,"2.241E+001","1.146433E+002","90,1"
"1.1444329999999999E+002","2.2600000000000001E+001",19,71,1819,"2.259E+001","1.144533E+002","71,19"
"1.144333E+002","2.2600000000000001E+001",19,70,1818,"2.259E+001","1.1444329999999999E+002","70,19"
"1.144233E+002","2.2600000000000001E+001",19,69,1817,"2.259E+001","1.144333E+002","69,19"
"1.1441330000000001E+002","2.2600000000000001E+001",19,68,1816,"2.259E+001","1.144233E+002","68,19"
"1.144033E+002","2.2600000000000001E+001",19,67,1815,"2.259E+001","1.1441330000000001E+002","67,19"
"1.143933E+002","2.2600000000000001E+001",19,66,1814,"2.259E+001","1.144033E+002","66,19"
"1.1438330000000001E+002","2.2600000000000001E+001",19,65,1813,"2.259E+001","1.143933E+002","65,19"
"1.143733E+002","2.2600000000000001E+001",19,64,1812,"2.259E+001","1.1438330000000001E+002","64,19"
"1.143633E+002","2.2600000000000001E+001",19,63,1811,"2.259E+001","1.143733E+002","63,19"
"1.143533E+002","2.2600000000000001E+001",19,62,1810,"2.259E+001","1.143633E+002","62,19"
"1.146233E+002","2.2420000000000002E+001",1,89,181,"2.241E+001","1.1463330000000001E+002","89,1"
"1.143433E+002","2.2600000000000001E+001",19,61,1809,"2.259E+001","1.143533E+002","61,19"
"1.1433329999999999E+002","2.2600000000000001E+001",19,60,1808,"2.259E+001","1.143433E+002","60,19"
"1.143233E+002","2.2600000000000001E+001",19,59,1807,"2.259E+001","1.1433329999999999E+002","59,19"
"1.143133E+002","2.2600000000000001E+001",19,58,1806,"2.259E+001","1.143233E+002","58,19"
"1.1430329999999999E+002","2.2600000000000001E+001",19,57,1805,"2.259E+001","1.143133E+002","57,19"
"1.142933E+002","2.2600000000000001E+001",19,56,1804,"2.259E+001","1.1430329999999999E+002","56,19"
"1.143733E+002","2.2789999999999999E+001",38,64,3560,"2.2780000000000001E+001","1.1438330000000001E+002","64,38"
"1.145333E+002","2.2440000000000001E+001",3,80,356,"2.243E+001","1.145433E+002","80,3"
"1.143633E+002","2.2789999999999999E+001",38,63,3559,"2.2780000000000001E+001","1.143733E+002","63,38"
"1.143533E+002","2.2789999999999999E+001",38,62,3558,"2.2780000000000001E+001","1.143633E+002","62,38"
"1.143433E+002","2.2789999999999999E+001",38,61,3557,"2.2780000000000001E+001","1.143533E+002","61,38"
"1.1433329999999999E+002","2.2789999999999999E+001",38,60,3556,"2.2780000000000001E+001","1.143433E+002","60,38"
"1.143233E+002","2.2789999999999999E+001",38,59,3555,"2.2780000000000001E+001","1.1433329999999999E+002","59,38"
"1.143133E+002","2.2789999999999999E+001",38,58,3554,"2.2780000000000001E+001","1.143233E+002","58,38"
"1.1430329999999999E+002","2.2789999999999999E+001",38,57,3553,"2.2780000000000001E+001","1.143133E+002","57,38"
"1.142933E+002","2.2789999999999999E+001",38,56,3552,"2.2780000000000001E+001","1.1430329999999999E+002","56,38"
"1.142833E+002","2.2789999999999999E+001",38,55,3551,"2.2780000000000001E+001","1.142933E+002","55,38"
"1.1427330000000001E+002","2.2789999999999999E+001",38,54,3550,"2.2780000000000001E+001","1.142833E+002","54,38"
"1.1452330000000001E+002","2.2440000000000001E+001",3,79,355,"2.243E+001","1.145333E+002","79,3"
"1.142633E+002","2.2789999999999999E+001",38,53,3549,"2.2780000000000001E+001","1.1427330000000001E+002","53,38"
"1.142533E+002","2.2789999999999999E+001",38,52,3548,"2.2780000000000001E+001","1.142633E+002","52,38"
"1.142433E+002","2.2789999999999999E+001",38,51,3547,"2.2780000000000001E+001","1.142533E+002","51,38"
"1.142333E+002","2.2789999999999999E+001",38,50,3546,"2.2780000000000001E+001","1.142433E+002","50,38"
"1.1422329999999999E+002","2.2789999999999999E+001",38,49,3545,"2.2780000000000001E+001","1.142333E+002","49,38"
"1.142133E+002","2.2789999999999999E+001",38,48,3544,"2.2780000000000001E+001","1.1422329999999999E+002","48,38"
"1.142033E+002","2.2789999999999999E+001",38,47,3543,"2.2780000000000001E+001","1.142133E+002","47,38"
"1.1419329999999999E+002","2.2789999999999999E+001",38,46,3542,"2.2780000000000001E+001","1.142033E+002","46,38"
"1.141833E+002","2.2789999999999999E+001",38,45,3541,"2.2780000000000001E+001","1.1419329999999999E+002","45,38"
"1.141733E+002","2.2789999999999999E+001",38,44,3540,"2.2780000000000001E+001","1.141833E+002","44,38"
"1.145133E+002","2.2440000000000001E+001",3,78,354,"2.243E+001","1.1452330000000001E+002","78,3"
"1.1416330000000001E+002","2.2789999999999999E+001",38,43,3539,"2.2780000000000001E+001","1.141733E+002","43,38"
"1.141533E+002","2.2789999999999999E+001",38,42,3538,"2.2780000000000001E+001","1.1416330000000001E+002","42,38"
"1.141433E+002","2.2789999999999999E+001",38,41,3537,"2.2780000000000001E+001","1.141533E+002","41,38"
"1.1413330000000001E+002","2.2789999999999999E+001",38,40,3536,"2.2780000000000001E+001","1.141433E+002","40,38"
"1.141233E+002","2.2789999999999999E+001",38,39,3535,"2.2780000000000001E+001","1.1413330000000001E+002","39,38"
"1.141133E+002","2.2789999999999999E+001",38,38,3534,"2.2780000000000001E+001","1.141233E+002","38,38"
"1.141033E+002","2.2789999999999999E+001",38,37,3533,"2.2780000000000001E+001","1.141133E+002","37,38"
"1.140933E+002","2.2789999999999999E+001",38,36,3532,"2.2780000000000001E+001","1.141033E+002","36,38"
"1.1408329999999999E+002","2.2789999999999999E+001",38,35,3531,"2.2780000000000001E+001","1.140933E+002","35,38"
"1.140733E+002","2.2789999999999999E+001",38,34,3530,"2.2780000000000001E+001","1.1408329999999999E+002","34,38"
"1.145033E+002","2.2440000000000001E+001",3,77,353,"2.243E+001","1.145133E+002","77,3"
"1.140633E+002","2.2789999999999999E+001",38,33,3529,"2.2780000000000001E+001","1.140733E+002","33,38"
"1.1405329999999999E+002","2.2789999999999999E+001",38,32,3528,"2.2780000000000001E+001","1.140633E+002","32,38"
"1.140433E+002","2.2789999999999999E+001",38,31,3527,"2.2780000000000001E+001","1.1405329999999999E+002","31,38"
"1.140333E+002","2.2789999999999999E+001",38,30,3526,"2.2780000000000001E+001","1.140433E+002","30,38"
"1.1402330000000001E+002","2.2789999999999999E+001",38,29,3525,"2.2780000000000001E+001","1.140333E+002","29,38"
"1.140133E+002","2.2789999999999999E+001",38,28,3524,"2.2780000000000001E+001","1.1402330000000001E+002","28,38"
"1.140033E+002","2.2789999999999999E+001",38,27,3523,"2.2780000000000001E+001","1.140133E+002","27,38"
"1.139933E+002","2.2789999999999999E+001",38,26,3522,"2.2780000000000001E+001","1.140033E+002","26,38"
"1.139833E+002","2.2789999999999999E+001",38,25,3521,"2.2780000000000001E+001","1.139933E+002","25,38"
"1.1397329999999999E+002","2.2789999999999999E+001",38,24,3520,"2.2780000000000001E+001","1.139833E+002","24,38"
"1.144933E+002","2.2440000000000001E+001",3,76,352,"2.243E+001","1.145033E+002","76,3"
"1.139633E+002","2.2789999999999999E+001",38,23,3519,"2.2780000000000001E+001","1.1397329999999999E+002","23,38"
"1.139533E+002","2.2789999999999999E+001",38,22,3518,"2.2780000000000001E+001","1.139633E+002","22,38"
"1.1394329999999999E+002","2.2789999999999999E+001",38,21,3517,"2.2780000000000001E+001","1.139533E+002","21,38"
"1.139333E+002","2.2789999999999999E+001",38,20,3516,"2.2780000000000001E+001","1.1394329999999999E+002","20,38"
"1.139233E+002","2.2789999999999999E+001",38,19,3515,"2.2780000000000001E+001","1.139333E+002","19,38"
"1.1391330000000001E+002","2.2789999999999999E+001",38,18,3514,"2.2780000000000001E+001","1.139233E+002","18,38"
"1.139033E+002","2.2789999999999999E+001",38,17,3513,"2.2780000000000001E+001","1.1391330000000001E+002","17,38"
"1.138933E+002","2.2789999999999999E+001",38,16,3512,"2.2780000000000001E+001","1.139033E+002","16,38"
"1.1388330000000001E+002","2.2789999999999999E+001",38,15,3511,"2.2780000000000001E+001","1.138933E+002","15,38"
"1.138733E+002","2.2789999999999999E+001",38,14,3510,"2.2780000000000001E+001","1.1388330000000001E+002","14,38"
"1.144833E+002","2.2440000000000001E+001",3,75,351,"2.243E+001","1.144933E+002","75,3"
"1.138633E+002","2.2789999999999999E+001",38,13,3509,"2.2780000000000001E+001","1.138733E+002","13,38"
"1.138533E+002","2.2789999999999999E+001",38,12,3508,"2.2780000000000001E+001","1.138633E+002","12,38"
"1.138433E+002","2.2789999999999999E+001",38,11,3507,"2.2780000000000001E+001","1.138533E+002","11,38"
"1.1383329999999999E+002","2.2789999999999999E+001",38,10,3506,"2.2780000000000001E+001","1.138433E+002","10,38"
"1.138233E+002","2.2789999999999999E+001",38,9,3505,"2.2780000000000001E+001","1.1383329999999999E+002","9,38"
"1.138133E+002","2.2789999999999999E+001",38,8,3504,"2.2780000000000001E+001","1.138233E+002","8,38"
"1.1380329999999999E+002","2.2789999999999999E+001",38,7,3503,"2.2780000000000001E+001","1.138133E+002","7,38"
"1.137933E+002","2.2789999999999999E+001",38,6,3502,"2.2780000000000001E+001","1.1380329999999999E+002","6,38"
"1.137833E+002","2.2789999999999999E+001",38,5,3501,"2.2780000000000001E+001","1.137933E+002","5,38"
"1.1377330000000001E+002","2.2789999999999999E+001",38,4,3500,"2.2780000000000001E+001","1.137833E+002","4,38"
"1.139333E+002","2.257E+001",16,20,1492,"2.2559999999999999E+001","1.1394329999999999E+002","20,16"
"1.139233E+002","2.257E+001",16,19,1491,"2.2559999999999999E+001","1.139333E+002","19,16"
"1.1391330000000001E+002","2.257E+001",16,18,1490,"2.2559999999999999E+001","1.139233E+002","18,16"
"1.1430329999999999E+002","2.2420000000000002E+001",1,57,149,"2.241E+001","1.143133E+002","57,1"
"1.139033E+002","2.257E+001",16,17,1489,"2.2559999999999999E+001","1.1391330000000001E+002","17,16"
"1.138933E+002","2.257E+001",16,16,1488,"2.2559999999999999E+001","1.139033E+002","16,16"
"1.1388330000000001E+002","2.257E+001",16,15,1487,"2.2559999999999999E+001","1.138933E+002","15,16"
"1.138733E+002","2.257E+001",16,14,1486,"2.2559999999999999E+001","1.1388330000000001E+002","14,16"
"1.138633E+002","2.257E+001",16,13,1485,"2.2559999999999999E+001","1.138733E+002","13,16"
"1.138533E+002","2.257E+001",16,12,1484,"2.2559999999999999E+001","1.138633E+002","12,16"
"1.138433E+002","2.257E+001",16,11,1483,"2.2559999999999999E+001","1.138533E+002","11,16"
"1.1383329999999999E+002","2.257E+001",16,10,1482,"2.2559999999999999E+001","1.138433E+002","10,16"
"1.138233E+002","2.257E+001",16,9,1481,"2.2559999999999999E+001","1.1383329999999999E+002","9,16"
"1.138133E+002","2.257E+001",16,8,1480,"2.2559999999999999E+001","1.138233E+002","8,16"
"1.142933E+002","2.2420000000000002E+001",1,56,148,"2.241E+001","1.1430329999999999E+002","56,1"
"1.1380329999999999E+002","2.257E+001",16,7,1479,"2.2559999999999999E+001","1.138133E+002","7,16"
"1.137933E+002","2.257E+001",16,6,1478,"2.2559999999999999E+001","1.1380329999999999E+002","6,16"
"1.137833E+002","2.257E+001",16,5,1477,"2.2559999999999999E+001","1.137933E+002","5,16"
"1.1377330000000001E+002","2.257E+001",16,4,1476,"2.2559999999999999E+001","1.137833E+002","4,16"
"1.137633E+002","2.257E+001",16,3,1475,"2.2559999999999999E+001","1.1377330000000001E+002","3,16"
"1.137533E+002","2.257E+001",16,2,1474,"2.2559999999999999E+001","1.137633E+002","2,16"
"1.137433E+002","2.257E+001",16,1,1473,"2.2559999999999999E+001","1.137533E+002","1,16"
"1.137333E+002","2.257E+001",16,0,1472,"2.2559999999999999E+001","1.137433E+002","0,16"
"1.146433E+002","2.2559999999999999E+001",15,91,1471,"2.2550000000000001E+001","1.146533E+002","91,15"
"1.1463330000000001E+002","2.2559999999999999E+001",15,90,1470,"2.2550000000000001E+001","1.146433E+002","90,15"
"1.142833E+002","2.2420000000000002E+001",1,55,147,"2.241E+001","1.142933E+002","55,1"
"1.146233E+002","2.2559999999999999E+001",15,89,1469,"2.2550000000000001E+001","1.1463330000000001E+002","89,15"
"1.146133E+002","2.2559999999999999E+001",15,88,1468,"2.2550000000000001E+001","1.146233E+002","88,15"
"1.146033E+002","2.2559999999999999E+001",15,87,1467,"2.2550000000000001E+001","1.146133E+002","87,15"
"1.145933E+002","2.2559999999999999E+001",15,86,1466,"2.2550000000000001E+001","1.146033E+002","86,15"
"1.1458329999999999E+002","2.2559999999999999E+001",15,85,1465,"2.2550000000000001E+001","1.145933E+002","85,15"
"1.145733E+002","2.2559999999999999E+001",15,84,1464,"2.2550000000000001E+001","1.1458329999999999E+002","84,15"
"1.145633E+002","2.2559999999999999E+001",15,83,1463,"2.2550000000000001E+001","1.145733E+002","83,15"
"1.1455329999999999E+002","2.2559999999999999E+001",15,82,1462,"2.2550000000000001E+001","1.145633E+002","82,15"
"1.145433E+002","2.2559999999999999E+001",15,81,1461,"2.2550000000000001E+001","1.1455329999999999E+002","81,15"
"1.145333E+002","2.2559999999999999E+001",15,80,1460,"2.2550000000000001E+001","1.145433E+002","80,15"
"1.1427330000000001E+002","2.2420000000000002E+001",1,54,146,"2.241E+001","1.142833E+002","54,1"
"1.1452330000000001E+002","2.2559999999999999E+001",15,79,1459,"2.2550000000000001E+001","1.145333E+002","79,15"
"1.145133E+002","2.2559999999999999E+001",15,78,1458,"2.2550000000000001E+001","1.1452330000000001E+002","78,15"
"1.145033E+002","2.2559999999999999E+001",15,77,1457,"2.2550000000000001E+001","1.145133E+002","77,15"
"1.144933E+002","2.2559999999999999E+001",15,76,1456,"2.2550000000000001E+001","1.145033E+002","76,15"
"1.144833E+002","2.2559999999999999E+001",15,75,1455,"2.2550000000000001E+001","1.144933E+002","75,15"
"1.1447329999999999E+002","2.2559999999999999E+001",15,74,1454,"2.2550000000000001E+001","1.144833E+002","74,15"
"1.144633E+002","2.2559999999999999E+001",15,73,1453,"2.2550000000000001E+001","1.1447329999999999E+002","73,15"
"1.144533E+002","2.2559999999999999E+001",15,72,1452,"2.2550000000000001E+001","1.144633E+002","72,15"
"1.1444329999999999E+002","2.2559999999999999E+001",15,71,1451,"2.2550000000000001E+001","1.144533E+002","71,15"
"1.144333E+002","2.2559999999999999E+001",15,70,1450,"2.2550000000000001E+001","1.1444329999999999E+002","70,15"
"1.142633E+002","2.2420000000000002E+001",1,53,145,"2.241E+001","1.1427330000000001E+002","53,1"
"1.144233E+002","2.2559999999999999E+001",15,69,1449,"2.2550000000000001E+001","1.144333E+002","69,15"
"1.1441330000000001E+002","2.2559999999999999E+001",15,68,1448,"2.2550000000000001E+001","1.144233E+002","68,15"
